"","sample","lang","cregion","state","sex","q1","q3","eminuse","intmob","bbhome3a","bbhome3b","bbhome3c","bbhome3d","bbhome3e","cable1","date3a","date3b","date4a","date4b","date4c","date4d","date4e","date4f","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","age","marital","hh1","par","educ2","party","ideo","hisp","race","employed"
"1255",2,1,1,36,2,1,2,1,1,3,2,1,1,2,1,1,2,2,NA,2,2,2,NA,2,2,1,NA,NA,NA,2,2,NA,68,1,2,2,8,NA,2,2,3,0
"1256",2,1,2,26,2,1,1,1,2,3,1,3,3,1,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,2,2,45,6,2,2,1,NA,NA,2,1,0
"1258",2,1,3,48,2,2,2,1,1,3,3,3,3,3,1,1,2,NA,2,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,47,1,3,1,3,NA,1,2,1,1
"1259",2,1,3,12,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,NA,NA,NA,2,1,1,50,5,2,2,4,3,3,2,1,1
"1262",2,1,3,21,1,2,2,1,2,3,3,2,3,2,1,2,2,2,2,1,1,2,1,2,2,2,NA,NA,NA,3,2,2,60,1,2,1,1,3,3,2,1,1
"1263",2,1,3,47,2,4,4,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,NA,2,2,NA,1,NA,29,2,2,1,3,3,3,2,1,0
"1265",2,1,2,39,1,3,3,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,3,2,NA,NA,3,3,2,2,56,1,2,2,3,3,2,2,1,1
"1266",2,1,3,28,1,1,2,1,1,3,2,3,2,3,1,1,1,2,1,2,2,1,2,2,3,2,2,3,3,3,1,1,53,1,2,1,6,1,2,2,1,1
"1267",2,1,1,36,1,2,2,1,1,3,2,3,3,3,2,1,1,2,1,1,2,2,1,1,2,1,3,2,NA,2,2,1,23,6,1,2,5,1,1,2,1,1
"1269",2,1,3,48,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,NA,2,2,3,1,2,38,1,3,1,2,NA,4,1,1,0
"1270",2,1,3,22,1,2,4,1,1,3,3,3,3,2,2,2,2,1,2,2,2,1,2,2,3,3,1,3,1,2,1,2,50,1,3,2,4,3,5,2,1,1
"1272",2,1,2,39,1,3,3,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,3,2,2,2,2,2,2,25,6,1,2,3,1,2,2,2,1
"1273",2,1,3,40,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,3,2,1,2,1,2,2,30,2,2,2,8,NA,4,2,1,1
"1275",2,2,2,19,2,3,2,1,1,3,1,2,1,1,1,2,2,2,1,1,1,2,1,1,NA,NA,3,NA,3,NA,1,1,32,5,3,2,1,3,5,1,1,1
"1276",2,1,2,18,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,3,2,3,3,1,2,33,6,1,2,1,3,3,2,1,1
"1277",2,2,1,42,1,2,3,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,2,1,2,25,1,3,1,1,3,4,1,1,1
"1278",2,1,3,13,1,2,3,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,2,2,26,6,2,1,5,3,4,2,2,1
"1279",2,1,3,51,1,2,NA,1,2,3,3,3,3,3,1,2,2,2,1,2,2,2,2,1,1,NA,3,2,3,3,2,2,18,6,3,2,3,NA,NA,2,2,0
"1280",2,2,3,12,1,2,3,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,3,3,2,2,3,3,1,1,40,1,2,1,3,2,4,1,1,1
"1281",2,1,3,51,2,2,2,1,1,3,2,2,3,2,1,1,2,1,1,2,2,1,2,2,2,2,3,2,3,2,2,2,44,5,1,2,5,1,2,2,1,1
"1282",2,1,3,24,2,3,3,1,1,1,NA,1,1,1,1,1,1,1,1,2,2,1,2,2,3,1,NA,3,NA,NA,2,NA,39,2,2,2,6,3,2,2,1,1
"1284",2,1,3,12,2,3,3,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,3,NA,NA,NA,3,1,2,62,3,1,2,8,1,3,2,1,1
"1286",2,1,1,9,1,1,3,1,1,1,2,1,3,2,2,1,1,1,1,2,2,2,2,1,3,2,1,2,3,1,2,2,20,6,5,2,4,3,4,2,2,1
"1287",2,1,2,55,2,3,3,1,1,3,3,3,3,3,1,2,2,2,1,2,2,1,1,1,3,1,2,3,3,2,2,1,51,1,3,1,6,1,1,2,1,1
"1288",2,1,2,20,2,2,2,1,1,1,1,1,2,3,2,1,2,1,1,2,2,1,2,1,2,1,3,2,2,1,1,2,26,6,1,1,4,1,3,2,1,1
"1289",2,1,2,18,1,1,1,2,1,3,3,3,3,3,2,2,2,2,2,1,1,2,1,2,NA,1,1,3,NA,1,2,2,20,6,1,2,3,NA,NA,2,3,1
"1290",2,1,4,35,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,NA,2,2,1,2,2,34,1,2,2,8,2,4,2,1,1
"1291",2,1,1,36,1,2,3,1,1,2,1,1,1,1,1,2,2,2,1,2,NA,NA,NA,1,1,3,2,1,NA,2,1,2,59,1,1,1,4,2,4,2,2,1
"1292",2,1,3,21,1,2,3,1,1,1,1,1,1,1,1,1,2,NA,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,2,2,60,1,2,2,5,2,3,2,2,1
"1294",2,1,4,4,2,1,2,1,1,3,2,3,3,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,NA,3,1,1,24,1,2,1,5,1,1,2,1,0
"1295",2,1,4,35,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,1,NA,3,NA,3,1,2,45,1,3,1,8,2,4,1,5,1
"1296",2,1,1,34,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,3,3,NA,3,NA,1,2,23,6,3,2,6,3,3,1,4,1
"1297",2,1,3,48,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,24,6,1,2,3,2,4,2,4,1
"1299",2,1,3,13,1,1,2,1,1,NA,3,2,3,2,2,2,2,NA,NA,NA,NA,1,2,2,2,3,NA,2,NA,3,2,2,45,3,1,2,6,3,3,2,1,1
"1301",2,1,3,12,1,1,1,1,1,3,1,3,3,2,1,2,2,1,1,2,2,1,1,1,2,3,2,2,3,3,1,2,20,6,4,2,3,2,2,2,2,1
"1302",2,1,2,18,1,1,3,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,NA,2,NA,3,1,2,46,1,3,2,2,NA,2,2,1,1
"1303",2,2,3,12,1,2,3,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,2,1,2,NA,1,NA,3,1,3,1,1,43,1,2,1,4,2,1,1,4,1
"1305",2,1,4,4,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,3,3,1,3,2,1,2,18,6,3,2,3,2,3,2,1,0
"1307",2,1,4,16,2,3,3,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,3,2,2,2,2,2,44,1,2,1,2,3,3,1,6,0
"1308",2,1,4,4,1,2,3,1,1,3,3,3,3,3,1,2,2,2,2,1,1,2,1,1,3,3,1,NA,NA,1,1,2,29,6,5,2,3,1,3,1,6,1
"1309",2,1,2,29,2,1,2,1,1,3,3,3,3,2,1,1,2,2,2,1,1,2,1,2,3,1,3,3,NA,3,1,2,27,1,2,2,8,1,2,2,1,1
"1310",2,1,2,17,2,2,2,2,1,3,3,NA,3,3,1,1,1,2,1,1,NA,2,1,1,NA,2,NA,NA,2,2,1,1,60,6,2,2,4,2,3,2,2,1
"1311",2,1,3,12,1,2,3,2,2,3,NA,NA,NA,NA,2,2,2,2,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,61,5,1,1,3,2,4,2,1,0
"1312",2,1,3,12,1,1,4,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,2,2,35,1,2,1,6,NA,1,2,1,1
"1313",2,1,2,17,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,3,1,1,1,1,1,1,2,21,6,3,2,6,2,5,2,1,1
"1314",2,1,1,36,2,2,3,1,1,3,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,3,NA,3,NA,NA,1,NA,49,1,5,1,5,2,NA,2,1,0
"1315",2,2,3,48,2,1,1,2,2,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,55,5,3,2,1,NA,5,1,2,1
"1317",2,1,3,22,2,2,3,1,1,3,1,3,3,3,1,2,2,2,2,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,42,1,3,1,8,1,2,2,1,1
"1318",2,1,3,47,2,1,1,1,1,3,3,3,3,3,1,2,1,1,2,2,2,2,1,2,2,3,3,2,3,1,1,2,25,1,2,2,6,NA,3,2,1,0
"1320",2,1,3,5,1,2,3,1,1,2,1,1,1,2,2,1,1,1,NA,2,NA,1,NA,2,3,1,NA,NA,NA,3,1,1,61,1,2,2,6,2,4,2,1,0
"1321",2,2,3,12,1,2,3,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,3,2,NA,3,1,2,24,6,2,2,3,3,5,1,1,1
"1322",2,1,2,29,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,NA,3,1,2,34,1,2,1,8,3,3,2,1,1
"1323",2,1,2,55,2,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,3,2,NA,NA,1,1,45,6,3,2,8,2,3,2,2,1
"1324",2,1,3,5,1,2,2,2,1,2,3,3,3,2,1,2,2,2,1,2,1,2,2,2,2,2,NA,NA,NA,NA,1,1,53,1,2,2,4,2,3,2,1,1
"1325",2,1,3,28,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,3,2,2,3,3,3,2,2,31,6,3,2,8,2,3,2,2,1
"1327",2,1,3,48,2,2,3,1,1,3,3,3,3,3,1,1,2,1,1,2,2,2,2,2,2,2,3,2,3,3,1,2,26,6,2,1,5,1,2,2,1,1
"1328",2,1,3,40,1,1,3,1,1,2,1,3,1,1,1,1,1,1,1,2,2,1,2,1,1,3,NA,2,NA,NA,1,2,55,1,2,2,4,3,3,2,1,1
"1329",2,1,2,29,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,3,2,2,3,1,1,2,33,1,2,1,6,3,3,2,1,1
"1330",2,1,4,6,2,2,3,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,NA,2,2,61,1,3,2,8,2,5,2,1,1
"1331",2,1,4,53,2,2,3,1,2,1,1,1,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,3,NA,2,1,1,55,4,1,1,6,3,3,2,1,1
"1332",2,2,4,41,2,2,3,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,NA,2,NA,2,2,2,1,1,47,1,3,1,NA,3,NA,1,6,0
"1333",2,1,4,6,2,4,4,1,1,3,3,1,3,1,1,1,1,1,2,1,2,2,1,2,3,2,3,3,3,3,2,2,18,6,1,2,3,3,2,1,1,1
"1334",2,1,4,6,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,28,6,1,2,8,2,4,2,3,1
"1336",2,1,4,53,2,2,NA,1,1,NA,2,1,1,2,2,2,2,2,2,1,1,2,NA,1,1,1,3,3,3,3,1,2,26,1,3,1,3,3,5,1,6,0
"1337",2,1,4,6,2,4,3,2,2,1,2,3,NA,2,2,2,2,2,2,1,1,2,1,2,3,NA,1,3,3,3,2,1,63,2,2,2,2,3,NA,1,6,0
"1338",2,1,4,6,1,1,2,1,1,1,3,3,3,3,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,NA,2,2,55,1,3,1,6,3,3,2,1,1
"1340",2,1,4,6,2,2,1,1,1,1,1,3,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,33,6,2,2,8,2,4,2,4,1
"1341",2,1,4,6,2,3,4,1,1,3,3,3,3,3,1,2,2,1,1,1,2,1,1,2,2,2,2,NA,2,2,1,1,24,6,3,2,5,2,3,1,1,1
"1342",2,1,4,53,1,1,2,1,1,1,1,1,1,1,1,2,2,NA,1,2,NA,1,2,2,3,3,NA,2,NA,NA,1,1,65,1,2,2,6,3,2,2,1,1
"1343",2,1,4,6,2,2,2,1,1,3,3,3,2,2,1,2,2,1,1,2,2,2,1,2,NA,NA,NA,NA,NA,2,1,1,47,1,2,2,3,3,3,1,6,0
"1344",2,1,4,6,1,2,2,1,1,3,3,3,3,3,1,2,1,1,1,2,2,2,1,1,2,2,NA,NA,2,2,1,2,58,1,3,2,4,2,4,1,6,1
"1345",2,1,4,30,1,2,3,1,1,3,3,3,3,3,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,3,2,2,19,6,3,2,4,3,3,2,1,1
"1346",2,2,4,49,1,4,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,30,6,1,2,3,NA,3,1,6,1
"1347",2,1,2,46,2,2,2,1,1,3,3,3,3,3,1,1,2,1,1,2,2,1,2,1,2,NA,3,3,3,3,2,1,32,1,2,2,5,3,3,2,1,1
"1348",2,1,4,32,1,1,2,1,1,3,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,NA,2,NA,NA,NA,1,NA,99,1,2,2,4,1,2,2,3,1
"1349",2,1,4,49,2,1,3,1,1,3,3,3,3,2,2,2,2,1,1,2,2,1,2,1,2,3,2,NA,NA,3,1,1,48,1,2,1,5,1,3,2,1,1
"1350",2,1,4,6,1,1,1,1,1,3,2,3,3,3,1,1,1,1,1,2,1,1,2,1,3,1,3,3,3,2,1,2,36,6,1,2,8,NA,4,2,1,1
"1351",2,1,4,6,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,3,1,3,2,2,1,35,1,2,1,4,3,4,2,1,0
"1352",2,1,4,35,1,1,1,1,1,3,3,3,3,3,1,2,2,2,2,2,1,2,1,1,2,2,3,NA,3,3,2,2,61,1,2,2,8,3,3,2,1,1
"1353",2,1,4,6,2,1,3,1,1,1,2,3,1,1,2,1,2,1,2,2,1,2,1,2,3,1,2,3,NA,2,1,1,22,1,2,2,3,3,3,1,6,1
"1354",2,1,4,41,1,3,3,1,1,3,3,2,3,3,2,1,2,2,1,2,2,2,2,1,3,1,1,3,3,3,1,2,30,2,3,2,6,2,2,2,1,1
"1355",2,1,4,6,1,1,1,1,1,3,1,1,3,3,1,1,2,2,2,2,1,1,2,1,2,1,NA,3,NA,NA,2,2,50,1,2,2,3,3,3,2,1,1
"1356",2,1,4,8,2,2,3,1,1,2,2,NA,NA,NA,1,NA,2,1,1,2,2,1,2,1,1,3,3,2,3,2,1,2,23,6,4,2,4,NA,4,1,6,1
"1357",2,1,4,16,2,2,3,1,1,3,3,3,3,3,2,1,2,2,2,2,1,2,1,1,2,3,2,2,3,2,1,1,33,2,2,1,4,2,3,2,1,1
"1358",2,1,4,41,1,1,2,1,1,NA,1,1,1,2,1,1,1,NA,NA,2,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,62,1,2,2,6,2,5,2,1,1
"1359",2,1,4,6,2,2,2,1,1,NA,3,NA,2,1,1,2,2,2,2,1,2,2,1,2,2,1,NA,3,2,3,1,1,20,6,3,1,4,3,4,1,6,0
"1360",2,1,4,6,1,3,2,1,1,1,1,3,1,1,2,2,2,1,2,2,2,2,2,1,2,3,3,2,3,1,1,2,21,2,3,1,4,3,3,1,1,1
"1361",2,1,4,6,2,1,2,1,1,3,3,3,3,3,1,1,2,2,2,2,1,2,1,1,2,2,3,NA,3,NA,2,NA,65,1,3,2,6,1,2,2,1,1
"1362",2,1,2,39,1,1,3,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,3,3,2,2,3,2,2,25,6,1,2,4,3,4,2,1,1
"1365",2,1,1,33,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,3,2,3,2,2,2,39,1,2,1,5,3,3,2,1,1
"1366",2,1,3,51,1,3,4,1,1,3,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,3,3,1,2,2,29,6,1,2,5,3,4,2,1,1
"1367",2,1,2,39,1,1,2,1,1,3,1,2,2,1,1,2,2,1,2,2,1,1,1,2,NA,2,2,NA,3,2,1,2,33,NA,NA,NA,6,1,1,2,1,1
"1368",2,1,2,26,1,1,2,1,1,1,1,2,1,3,1,1,2,2,1,2,2,1,2,2,1,3,1,2,2,2,2,2,19,6,3,2,4,3,3,2,1,1
"1370",2,1,3,13,2,1,1,1,1,3,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,3,3,1,3,2,2,2,46,5,1,2,3,2,3,2,2,1
"1372",2,1,1,9,1,2,3,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,3,2,2,2,2,2,26,3,1,2,6,1,3,2,1,1
"1373",2,1,3,45,1,2,3,1,1,3,3,3,3,3,2,2,1,NA,NA,2,NA,1,NA,2,3,1,1,3,NA,3,1,1,32,6,1,2,3,1,1,2,1,1
"1374",2,1,4,8,1,2,3,1,1,2,1,2,1,1,1,2,2,1,2,2,2,NA,2,1,2,2,2,2,3,3,1,2,43,1,2,1,6,NA,3,2,1,1
"1375",2,1,3,37,1,2,3,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,3,3,2,NA,2,2,2,31,2,2,2,4,1,2,2,1,1
"1376",2,1,3,12,1,2,3,1,1,3,3,3,3,2,1,2,2,1,1,2,2,2,1,2,NA,2,NA,NA,1,3,1,1,37,2,2,1,5,3,5,2,1,1
"1378",2,1,1,36,2,4,4,1,1,1,3,1,3,2,1,1,2,1,1,2,1,2,2,1,3,1,3,1,2,3,2,2,30,6,1,1,5,3,2,2,4,1
"1379",2,1,3,13,1,2,3,2,2,1,2,1,2,2,1,2,2,2,2,NA,2,1,1,2,NA,NA,3,2,NA,2,2,1,64,3,1,2,4,2,3,2,2,0
"1381",2,1,3,13,1,2,2,1,1,2,2,3,3,3,2,2,2,1,1,1,1,2,1,1,1,2,1,2,3,2,1,2,22,6,2,2,3,3,2,2,2,0
"1383",2,1,1,42,1,2,3,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,52,2,6,2,3,2,3,2,1,1
"1384",2,1,2,18,1,1,2,1,2,2,2,3,3,2,1,2,2,1,1,1,2,2,1,2,3,1,NA,3,NA,NA,1,2,59,1,3,2,3,1,1,2,1,1
"1386",2,1,3,12,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,30,1,2,2,8,2,3,2,1,1
"1387",2,1,2,18,1,2,3,1,1,3,3,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,2,3,3,1,1,2,41,1,2,1,8,NA,NA,2,1,0
"1388",2,1,1,42,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,NA,2,2,25,2,2,2,6,3,4,2,1,1
"1391",2,1,3,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,2,3,2,3,1,2,25,6,1,2,6,NA,NA,2,2,1
"1392",2,1,2,19,1,2,3,1,1,3,2,2,3,2,1,2,1,2,2,2,2,2,1,2,3,1,NA,NA,NA,3,2,2,60,1,3,2,8,3,3,2,1,1
"1393",2,1,2,55,2,1,2,1,1,2,1,3,3,2,1,1,1,1,1,1,2,1,1,1,3,3,NA,1,NA,1,1,2,26,2,2,2,5,1,2,2,1,0
"1394",2,1,3,47,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,28,6,1,2,8,NA,NA,2,1,1
"1395",2,1,2,26,1,4,2,1,1,1,1,2,2,1,2,NA,NA,2,2,2,2,2,1,1,NA,1,1,3,1,1,1,1,32,6,2,2,6,3,2,2,3,1
"1398",2,1,3,22,2,3,3,1,1,3,3,2,2,2,1,2,2,1,2,NA,2,1,1,2,2,1,NA,2,NA,2,1,1,66,1,2,2,5,3,2,2,1,1
"1399",2,1,2,20,1,1,2,1,1,3,3,1,3,3,1,2,2,2,2,2,1,2,1,1,3,3,NA,NA,NA,NA,2,2,31,1,2,1,4,NA,NA,2,1,1
"1400",2,1,2,55,1,2,4,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,3,3,1,3,2,2,2,57,1,2,2,3,NA,2,2,1,1
"1402",2,1,2,26,2,3,2,1,1,3,2,2,2,3,1,1,2,1,2,2,1,2,1,1,2,2,2,3,2,2,1,1,24,2,2,2,6,2,3,2,1,1
"1403",2,1,1,36,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,1,2,23,6,2,2,4,3,3,2,1,1
"1404",2,1,2,29,1,2,2,1,1,3,2,2,2,3,1,1,1,1,2,2,2,1,1,1,2,2,3,2,3,3,1,2,51,1,2,2,8,3,2,2,1,1
"1406",2,1,3,48,2,1,2,1,1,3,3,3,3,3,1,2,2,2,2,NA,1,2,1,2,3,1,3,3,3,3,1,1,53,1,3,2,8,1,2,2,1,1
"1408",2,1,4,6,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,NA,2,2,3,NA,NA,NA,2,1,1,64,3,4,2,8,2,5,2,1,1
"1409",2,1,2,17,2,2,4,1,1,3,3,3,3,3,1,2,1,1,1,2,2,1,2,2,2,1,NA,2,NA,NA,2,2,32,1,2,2,6,1,2,2,1,0
"1410",2,1,3,12,2,2,3,1,1,3,1,2,1,3,2,2,2,2,2,2,2,1,1,2,1,2,2,3,3,3,2,1,40,1,3,1,6,1,2,2,1,1
"1411",2,1,3,22,2,2,3,1,1,3,1,2,2,3,1,2,2,2,2,2,2,1,1,2,2,2,NA,NA,2,2,1,2,23,6,3,2,4,2,3,2,2,0
"1412",2,1,1,36,1,2,2,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,3,3,3,3,NA,2,2,36,6,1,2,5,2,3,2,NA,1
"1413",2,1,3,48,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,NA,1,2,31,1,2,1,8,2,3,1,1,1
"1414",2,1,3,48,2,3,3,1,1,3,NA,3,3,3,1,2,2,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,51,5,1,2,3,2,NA,1,6,0
"1415",2,1,2,17,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,2,1,NA,NA,NA,2,1,2,42,2,2,2,4,2,4,2,1,1
"1416",2,1,2,18,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,3,2,1,2,2,1,2,18,6,4,2,2,1,1,2,1,1
"1417",2,1,1,25,1,3,3,1,1,1,3,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,3,1,1,NA,2,1,50,6,1,2,3,3,3,2,NA,0
"1418",2,1,2,39,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,3,2,1,3,1,1,2,18,6,4,2,4,3,2,2,1,1
"1419",2,1,3,48,2,1,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,3,2,NA,2,1,1,28,6,3,2,4,3,5,2,1,1
"1421",2,1,2,27,1,1,1,1,1,3,3,3,3,3,1,1,2,NA,NA,2,NA,NA,1,1,2,3,2,2,3,3,2,2,53,1,2,2,4,1,2,2,1,1
"1423",2,1,4,8,2,2,3,2,2,3,3,3,3,3,1,1,1,2,2,1,1,2,1,2,NA,1,NA,1,3,1,1,2,56,1,4,2,4,2,3,1,1,1
"1424",2,2,4,16,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,NA,NA,NA,2,1,2,27,6,6,2,3,NA,4,1,1,1
"1425",2,1,4,49,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,NA,3,NA,2,NA,3,1,2,18,6,2,2,5,1,2,1,1,1
"1426",2,1,1,42,1,3,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,36,3,4,2,5,3,4,2,2,1
"1427",2,1,2,39,1,3,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,3,2,2,NA,2,1,2,27,6,1,2,6,3,3,2,1,1
"1429",2,1,3,13,1,2,3,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,1,1,NA,1,NA,NA,NA,NA,1,1,40,1,3,1,8,3,1,2,1,1
"1430",2,1,3,48,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,NA,2,NA,2,2,2,29,2,3,2,3,3,5,1,1,0
"1431",2,1,1,36,1,2,2,1,1,2,3,2,2,3,1,1,2,1,1,2,1,NA,1,1,2,3,2,1,2,1,1,2,98,6,NA,2,6,2,4,1,1,1
"1432",2,1,2,26,1,2,4,1,1,1,2,1,1,1,1,1,1,1,NA,2,NA,1,NA,1,2,2,2,NA,NA,2,1,2,29,6,1,2,8,2,4,2,1,1
"1433",2,1,3,28,2,3,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,19,NA,1,2,2,1,2,1,2,0
"1435",2,1,2,26,2,2,2,1,1,1,3,1,2,3,2,2,2,1,1,2,1,1,1,1,1,2,3,2,2,2,2,1,23,2,4,2,1,1,5,2,2,0
"1436",2,1,1,33,1,1,2,1,2,3,3,3,3,3,1,2,2,2,2,1,2,2,1,1,2,2,NA,NA,NA,3,2,1,58,3,3,2,3,3,5,2,1,1
"1442",2,1,3,22,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,31,6,1,2,6,2,5,2,1,1
"1443",2,1,3,48,1,3,4,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,2,1,45,6,1,2,3,3,5,2,2,1
"1445",2,1,4,6,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,3,3,2,2,1,52,1,2,2,6,NA,3,2,1,1
"1446",2,1,4,6,2,3,3,1,1,3,3,NA,3,3,1,2,2,2,2,2,1,2,1,1,3,1,3,3,3,3,2,NA,37,1,2,1,6,3,3,2,3,1
"1447",2,1,4,6,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,NA,2,1,2,27,1,4,1,4,3,2,1,1,1
"1449",2,1,3,40,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,3,1,1,2,3,2,1,56,1,2,2,5,2,3,2,5,1
"1451",2,1,1,36,2,2,2,1,1,3,3,3,3,3,1,1,1,1,1,2,2,1,2,2,3,1,1,3,1,3,2,1,46,6,2,2,8,3,5,2,1,1
"1452",2,1,3,37,1,2,3,1,1,3,3,3,3,3,2,1,1,1,2,2,2,2,1,2,NA,1,NA,NA,NA,3,1,2,32,1,2,1,6,1,2,2,1,1
